real_A1, imag_A1, tlast
6f3b26, 2f3b47, 0
8e5066, 5b0d7f, 0
f5c6bb, 59f3d3, 0
45c4d8, 78dace, 0
9f5bef, 598e55, 0
a3d9f1, 0024fb, 0
e7146d, 97ca81, 0
3b8132, 9cf8a1, 0
f770ae, 8f4fbf, 0
036c3d, ca2c07, 0
65514f, 210240, 0
62fe83, 749aa9, 0
ca5afb, 73d8d3, 0
65ef94, 77ba21, 0
22ee8d, f8ff20, 0
3d86dd, 36347c, 0
bb2875, 6a3624, 0
89609c, cd56ae, 0
1248b5, 33195a, 0
4276c5, 9112ed, 0
571ccd, e2067f, 0
73a0e6, ff4510, 0
736337, 16be4b, 0
d2452a, 1bf68c, 0
9de9d2, e1d40d, 0
4f80c4, 2561c0, 0
a528ac, df7f77, 0
7b78a9, 20f177, 1
ff2684, 8bd2c7, 0
e0f6d5, 70a5a7, 0
e8f785, 291800, 0
ea6d1b, 62df46, 0
eeb93b, 07432c, 0
7ce16c, 9d0f7f, 0
e7362b, 70e341, 0
54bbd9, 531b98, 0
8c15cd, f9cdcf, 0
a554f2, 3ca85c, 1
9f223f, 92dc01, 0
284be5, ecaa1b, 0
338899, 72f285, 0
c238c6, 8a3be5, 0
fb73e8, 526618, 0
dd579e, b98158, 0
bcbc16, f235ea, 0
e79db2, 4140bb, 0
f34189, 620e8f, 0
a32e34, 816dcf, 0
e51328, 44f7de, 0
180146, 57567f, 0
3e0e87, 078add, 0
bddbba, 87b677, 0
29a69d, 8dadf4, 0
8edae6, 528d55, 0
5f5aeb, 4c21d1, 0
64fbda, d1f961, 0
7c08fa, 45a1d9, 0
f79413, 9deee2, 0
0b6ab0, a7e10b, 0
4cec68, 568738, 0
9cccfd, edb885, 0
93b0bb, a080a4, 0
be9ffb, d6445e, 0
2cc955, 95dd7b, 0
a2e22f, 896bc4, 0
b0b04a, 246b04, 0
c1f7a6, 9f495c, 0
31e974, 62abda, 0
e5c94a, 0cad24, 0
496c76, 38d748, 0
5da552, 92aea2, 0
d0157d, 98092c, 1
d16148, 943c12, 0
c6264e, 8288e5, 0
71de72, ddbc44, 0
1755a9, 6867c6, 0
07fa1a, adcbc2, 0
35fa08, 128fae, 0
356553, c8dee5, 0
88d601, b7e549, 0
50801e, e1cbe6, 0
2f144d, fb3066, 0
5933e9, 8bf179, 0
b6d39e, 549545, 0
d9a2e5, 209e82, 0
e99368, 6a21b1, 0
f4d3cd, 8aaee4, 0
d20037, 56d057, 1
d8b60e, 0f584f, 1
ef76f6, 3fca3a, 0
934828, dfd3ff, 0
23c000, 68e321, 0
bcd6ea, 4a6fdc, 0
da740a, 79160f, 0
676eeb, d1a2b7, 0
f6e28e, 63705d, 0
948937, c37e9a, 0
35c8df, fd0389, 0
0512f6, 76a46b, 0
d09792, 41e766, 0
6978f3, a764ba, 0
877212, 8bbff5, 0
c60c8d, 3f6f8c, 0
cabc8f, a0e3a6, 0
a10a27, a6279c, 0
96fc8d, c30ae2, 0
28404c, a0b0e0, 0
2c54ef, 6bc0ab, 0
ade7e1, 23e2ff, 0
0ad73b, 58eea0, 0
6a9bf8, a26014, 1
f1e899, ede534, 0
73f46a, 823f4b, 0
b4b621, b0b367, 0
74d461, 9800a6, 0
84e6f9, f4b6dd, 0
f87b55, b60d27, 0
bb9d2f, b98d2c, 0
d2da16, f4f2da, 0
8f85a6, 6af372, 0
7d2a9b, 5b7dba, 0
10e535, 154172, 0
2c2acd, 936139, 1
517810, 2e719a, 0
b975f3, 369768, 0
79aa38, a0fcd9, 0
74a10c, e6c149, 0
350698, 0ab5eb, 0
1d7cee, c51286, 0
f93594, c9bb46, 0
419c92, 139776, 0
353aa9, 3c9d6e, 0
93522a, 572959, 0
5316cd, 94ea12, 0
486042, 7d2707, 0
1fffc2, 349327, 0
c80f07, e33729, 0
53d778, 02ef10, 0
636dd0, b3e3eb, 0
87167c, d0c561, 0
662cda, 230eec, 0
f29d0c, c70bea, 0
601797, 5d12da, 0
a9f9cf, 8bc89e, 0
8a08c2, f3e323, 0
8ffb88, 63874a, 0
1db706, ba9a21, 0
9e3225, a7774d, 0
233bcc, 2be9e6, 1
d08cf9, 5772c1, 0
14c1b0, c915cc, 0
a877f5, 72e1bb, 0
51a038, df787e, 0
9041ff, 37024f, 0
371955, 938de6, 0
13a2cc, befaec, 0
19ce0f, 44c0fe, 0
8979b8, cef147, 0
63046f, 460cdf, 0
ac9d8c, 7636a4, 0
85b182, 22a5d1, 0
ae1541, 65a66d, 0
6027a2, ab8c4a, 0
12bb3e, 03874f, 0
5a68cf, 0be69f, 0
d2f9ba, cf9083, 0
33f4cd, baf75c, 0
af7a40, 87fe0c, 0
d8924a, a06e97, 0
cc6ca1, 0bf669, 1
54581c, 32d42a, 0
21934a, 36398c, 0
afec98, d8800e, 0
235a6d, 90ee07, 0
484294, 8f90f6, 0
566e1e, 1bdb05, 0
bab45e, 70b9fe, 0
28b27d, 809057, 0
21e5bd, d6bf86, 0
a3e854, 496cf8, 0
9fe978, c4f055, 0
9f95ed, 6d9821, 0
41da7f, bc233c, 0
f5f79b, 337f67, 0
42e4d4, 247aa0, 0
7ce1bd, 61d3cd, 0
9ef8e6, bc32e3, 0
4d49d2, e0691b, 0
970018, 9c79d4, 0
4e64a8, 60719a, 0
26e7a1, 02e457, 0
d12ac9, 1563fb, 0
91f3de, c184d9, 0
d2d2cd, 72588f, 0
5c00cf, 309fc5, 0
d76408, 45cf56, 0
d0cb66, 8dca46, 0
8aa11b, 61e4c1, 0
ecc76c, 39b63e, 0
738cd1, e7b61a, 0
d3de9e, 28691f, 0
887d01, b4a6f2, 0
fd2874, d31276, 0
1c7030, 4b5d07, 0
f6a4ac, fe67ef, 0
54c2d1, 682c91, 0
8cd763, c3ff70, 0
be0930, ef5a9d, 0
469235, 12052d, 0
7a59e1, cabdce, 0
3622d6, 36bb21, 0
c01e21, 2d2f2e, 0
ecf531, 5b23b3, 0
e998eb, 237ed6, 0
199c22, 29fc5e, 0
84ea11, cbfef5, 0
492d8e, b486c7, 0
ca36a2, e73d33, 0
e29a84, fadfc5, 0
2d07e3, e334c1, 0
b5102b, 937963, 0
d01923, 9ceca2, 0
6b80b1, 0898b8, 0
41cc36, e9b83d, 0
10c7d4, e4179b, 0
d3f66d, ce56f1, 0
6b46b4, 7d83dd, 0
6a980a, 6ed5fe, 0
1b0439, a10888, 0
93d4ce, a6cb3e, 1
de2957, cd64b4, 0
130ece, eb1cae, 0
4a2767, 9e5961, 0
c8c863, 382676, 0
0efc61, c2daa0, 0
9d0cf3, e9629b, 0
d45a0a, 0d749e, 0
abcbda, 6ef6f1, 0
cbb971, 8e4f8b, 0
754e27, 0a68ec, 0
f24a92, 6bbe12, 0
6ffba7, ebba80, 0
ed77e8, 529ce9, 0
0f1eee, 32daf2, 0
24cc81, 3d082f, 0
541a9c, ad2eb9, 0
b6115f, d30a96, 0
db88c4, 2042ce, 0
f18410, 864255, 0
b92b58, 382b7c, 0
9b4367, 89a274, 0
9f8428, e82c57, 0
0c4a90, dd1304, 0
56c5cc, 8333b3, 0
c25e69, 526ae3, 0
96039b, cc9bc3, 0
ad1b7a, 9445d0, 0
f31e61, e82e5a, 0
be971e, c0ceea, 0
7b74b9, 25cfd1, 0
cb7579, ce5b12, 0
8538f3, 5f8f95, 0
c1aca8, fa303f, 0
347c12, 691c4b, 0
522340, ba9525, 0
b736c2, 21ab4e, 0
b38a19, 2f5ee2, 0
5b24f8, c4586f, 0
21d18e, d53295, 0
72c0b5, 55ff88, 0
59cb9d, 06edf6, 0
ea4665, d4c37f, 0
04a321, 55b53e, 0
332888, dac0f7, 0
28df4b, ee6cac, 0
2efde3, 2578fe, 0
2dccf7, b1d94f, 0
490336, 572e0b, 0
6278a9, 1d98bd, 0
6462e7, e39266, 0
545b6f, f117e2, 0
4c8c49, cfa334, 0
2f1520, 08fd05, 0
07a4b3, ae9db1, 0
2f5fbb, 19314c, 0
2d683e, b886eb, 0
d653d3, 03ff7b, 0
ac9622, 4a9db5, 0
d35d0f, fbba24, 0
3179bc, 7a5450, 0
a4f2a5, fe52d1, 0
1f85ca, cda2d2, 0
33060d, 428f72, 0
5c334c, a0083d, 0
de83a3, d853c1, 0
0c9568, ca2ccf, 0
0dbff5, 272ec6, 0
ddde0e, 556272, 0
cc5f66, 13f647, 0
60a62e, e53d2c, 0
7b8cdf, 908e4d, 0
3bfbeb, f88ff9, 0
b15780, f7728b, 0
a11573, aaa8d9, 0
1a92a5, 0a5a84, 0
44d70b, bf094f, 0
d9033a, 824f80, 0
ced855, 87954f, 0
5f0c22, 5040cf, 0
5fd207, 7846fd, 1
43255f, 44afda, 0
234455, 64ae5b, 0
5b6258, 1c9422, 0
811c7f, 8166f5, 0
bc2013, 382b36, 0
24c921, 7282d1, 0
b9b8e0, 0f49e8, 0
f3ccde, f38046, 0
8c44a1, 37fbff, 0
477f70, cd4a57, 0
11a0ff, 1219fe, 0
0c318b, 63ba42, 0
8d84bf, 2445d9, 0
05c10d, a8c24e, 0
115a8f, 84e90d, 0
c0dcd4, 9e9ee0, 0
beaf4f, bf44d4, 0
6cd68f, a02bfb, 0
5db28e, fde0c9, 0
8783c0, 963ae4, 0
ac7a26, a925c2, 0
9fbe7b, 18b015, 0
25ae49, 4ca830, 0
882135, dc70cc, 0
1f8bc6, 050a50, 0
fd7f90, b98382, 0
0b1e4a, a37bed, 0
0e3d0f, e3fa53, 0
66b429, 5f7b29, 0
bfcb7a, abaad1, 0
d217ff, 5d53fb, 0
252d1d, d38693, 0
da86d6, 2a398d, 0
b45598, bbea25, 0
9dd207, 95f098, 0
a99040, 97afbc, 0
08c542, 3e8564, 0
af879c, a15f73, 0
815cb0, af2248, 0
79ed2d, 421170, 1
9aa3f7, 8d0a0f, 0
fe7e69, 75db9e, 0
d95167, bf5890, 0
eecd38, 843930, 0
c8a133, 37c219, 0
d6739b, 5f467f, 0
ef3d94, 6e550f, 0
042cb5, ebdf97, 0
343b93, e564c5, 0
2ea2fb, 571960, 0
e83189, dd2b03, 0
608ce2, 1e3874, 0
e8420b, c0f076, 0
6981c2, f77258, 0
d3b698, 197332, 0
e4d1ad, ef65fb, 0
cd1665, 0fd72c, 0
040eba, 7bbdf7, 0
8cd8f4, 026d3c, 0
d0d8a3, 2d43b6, 0
031dea, c95883, 0
2c1efe, 6442ac, 0
f0b58b, 3e1ebc, 0
4bedcd, 04b019, 0
0b27fd, 46a116, 0
595c3c, 1ba525, 0
9d8218, 066a5f, 0
d8375d, 4b4e25, 0
a0b37a, 9d681c, 0
bc2047, 383286, 0
8c3326, 79e175, 0
8d302c, 323e4c, 0
1b275c, d9d28e, 0
61384a, ade96e, 0
7e7f3e, 601df2, 0
782d06, 4f256d, 0
b296f1, ccab50, 0
3a568b, 5f0132, 0
d6431d, 4a3340, 0
8063a9, b8a981, 0
327efe, 72d388, 0
26b7cf, ed4f65, 0
578da5, 627ee0, 0
500cf9, adca0e, 0
7944f6, b68d56, 0
bc389e, 842830, 0
772bfa, 231037, 0
566587, b7c6a6, 0
9851ee, 4a044a, 0
1bc96c, ad28f9, 0
1de2fe, 4b6fe1, 0
654875, 510888, 0
443aca, f09b0e, 0
27a39c, 70cd44, 0
7d6cb2, 4362ac, 0
21da93, c9035d, 0
f8be4a, 74af54, 0
3ed659, 78d4ff, 0
b1b3e1, f58b84, 0
374620, 90136c, 0
d12ced, cd5780, 0
fc4edc, 3ad391, 0
12ea22, 8aff42, 0
92e18d, c11b09, 0
53f0d8, e3a1b8, 0
bca232, a2967a, 0
67e406, 60ebc3, 0
8c4f2b, 0510f9, 0
4c2fdc, 4f8652, 0
7c78d6, 382c82, 0
d01626, 3be4bb, 0
e51aa1, 2e014b, 0
40d2cb, a0f3ab, 0
b98f80, 1fca6d, 0
06da7d, 9e9341, 0
f1ed40, d69ab3, 0
4d5e73, d229c7, 0
39bccd, 357905, 0
3ab114, 4179ea, 0
63f016, b08088, 0
f3d0de, 515060, 0
6a2a71, 1aeab1, 0
2ac2a6, 82356a, 0
0532e5, c401b4, 0
3ba274, 78dbe6, 0
60db46, 6cd1a1, 0
356005, a3c028, 0
1fc8cf, 3bbaf5, 0
cec097, f4b448, 0
07ca7a, e10728, 0
b38462, 2b4285, 0
1c1131, ac3339, 0
1f8532, 172bbe, 0
302e3c, bf5303, 0
a2bc5f, bde507, 0
4e3f61, 072ffe, 0
6bd9c9, 10abf2, 0
11fa69, 7690b2, 0
8227f9, 24f323, 0
c8a343, 582f57, 0
a949d3, 297212, 0
06efe5, 0f7b6a, 0
6d185f, d1cb9a, 0
161650, 1de946, 0
f1574d, 5308b1, 0
e5feb3, 6591d1, 0
06698d, 4b0e8b, 0
b4f0e1, a64fe3, 0
f7b341, f73472, 0
92ee20, f2e238, 0
c6fabd, 9ce7cd, 0
e1eb8f, 183e0f, 0
afe8c7, 75878f, 0
01dc16, 8bcb73, 0
ef4cfa, ca5f9d, 0
1f977d, 7b49aa, 0
85ec61, 65a6cc, 0
7bf36e, 608db4, 0
d77be6, 623314, 0
8f994b, 31a16f, 0
2787ce, 55bf4e, 0
95f763, bc2633, 0
77de2d, ec8027, 0
9e70d0, 16e080, 0
bc62c7, eb94b2, 0
0b8938, 3f96ed, 1
9c8f70, 1fe805, 0
5e934e, f32181, 0
226c1a, 9d7e75, 0
fa454f, a63e55, 0
4a0dbe, f9af8a, 0
25cc4d, 5a859c, 0
d47d15, c854f0, 0
ab4bb2, dd3ce4, 0
fa2793, e9e4c3, 0
5fbdaf, 611b82, 0
ff7265, c76e73, 0
59dbbd, 2f7380, 0
a36052, b4ef56, 0
c961ed, a1135f, 0
c91c9b, 95af98, 0
bff8d7, 4e5f4c, 0
2caba3, 99abc7, 0
d6af06, 463666, 0
cfc2f6, e88761, 0
f04f13, 21d305, 0
4c0a0b, 712879, 0
f9771b, 2598cf, 0
3ba664, 5ecdfe, 0
984fa0, f58d22, 0
0f6941, d1a903, 0
3cb766, 3bfede, 0
85de8a, ce606e, 0
b84fd4, ca1063, 0
48a493, 797a11, 0
0aed74, ec4918, 0
616d0b, c9b72b, 0
7247bd, 712057, 0
2b2d8e, 849f67, 0
04edfe, 56c377, 0
764e40, 162102, 0
1cde37, 2b085a, 0
84ff29, 0df720, 0
5f79d3, fb7eea, 0
ab8d7e, e6fb44, 0
893829, 30e654, 0
770383, 49b953, 0
2c512b, a3ce61, 0
c35992, 80bcf2, 0
a0293c, fb86d2, 0
5e5bd6, 40c58d, 1
2c6c1a, 3dfc9a, 0
c11635, 4e1e0d, 0
c6265d, 4f10be, 0
115029, 3ebb88, 0
81ac7a, 53a390, 0
1b37b9, faa535, 0
3bc53a, eccc18, 0
acdba6, a6ebc3, 0
f88edf, 94c6ef, 0
7f6af1, eeaf1d, 0
ff52db, bd1a94, 0
13fd04, 313f5b, 0
efec30, d42a10, 0
c6569d, 3dd504, 0
8e6f53, cc12ef, 0
b72cd4, c116f4, 0
fdc592, 5f217a, 0
b1ba60, 64f580, 0
fdafea, 4a182c, 0
626611, df41ae, 0
02f036, 7f2f73, 0
6071a6, a6ad19, 0
84e7fa, f4c9b2, 0
1534b5, c5561b, 0
f4049c, 62e03c, 0
c65367, 2e5654, 0
0a39bd, 57ad8f, 0
c4cf67, 9613df, 0
8de7f9, a1bb96, 0
dd00d0, 0f14bc, 0
557d13, 08ca94, 0
df36e5, f0d1a6, 0
adfea0, 28b4cb, 0
f86207, 2c8d2c, 0
6224db, 52c2cf, 0
e21be8, 8d6404, 0
ce9264, df4373, 0
eece57, 73dbeb, 0
e12349, 86d5e7, 0
4154e2, 3d195c, 0
ba6e66, 9f1d97, 0
d2c253, ee2ea3, 0
d6fc8e, 307d52, 0
f0fbc7, 7c2799, 0
036085, 4a0b41, 0
d1f616, eb4620, 0
a0ab5d, 49b07e, 0
2a297a, 0b2db1, 0
95ac78, 4efd2d, 0
0e7f71, a4618d, 0
3aaff7, 54a5db, 0
b78b27, c63046, 0
6158d8, de66bc, 0
d5b058, 653c0d, 0
65eef2, 72be47, 0
2208af, 051bd1, 0
81bbe8, fcb225, 0
1c4f47, 9986a5, 0
65308c, a6b49c, 0
8d2967, 3581de, 0
602fa2, f8e6ce, 0
9e4dd3, 403e6b, 0
446c2d, f63e53, 0
ff83c5, 51274a, 0
55262f, b60caa, 0
7de5cb, 72d074, 0
d1f191, bab5ab, 0
2f7524, 13c72a, 0
9b868d, df359d, 0
eff8b3, 28a588, 0
f90e2c, 2cb0ec, 0
5ede68, 843209, 0
428981, 9bf8a7, 0
a53ba1, 955411, 0
d37c9a, 6a256e, 0
34d1b4, 65f1b4, 0
9d7c7d, 1c94da, 0
b51687, 59444e, 0
c543b5, fc748a, 0
2e257f, 37c957, 0
df1e9d, a1ea16, 0
081d58, c23743, 0
9228a6, 5670dd, 0
ce2c76, dadb03, 0
455dcb, 00b14f, 0
3f2455, 33656f, 0
3fdca4, f6ead4, 0
747122, b41dae, 0
33ce60, f12dac, 0
b50b00, 81095b, 0
2de694, 1251ea, 0
f74f52, 5370ea, 0
263f15, 903ac1, 0
f669b7, 5a84b0, 0
ba8bcb, 4c1806, 0
a16eb8, 0f2107, 0
a557b5, 5fa66d, 0
adbdb8, c90633, 0
f6ab96, a22e3e, 0
36cf50, af7c4c, 0
a140fc, a6e84d, 0
81e574, 4ccd72, 0
458e5f, 5ef215, 0
5cee8a, 25e53a, 0
5b396c, 41a888, 0
bd9c9e, 56f8f0, 0
964e16, fc8809, 0
